,Time,USD exchange rate,EUR exchange rate
230,6.0,5313.558877190818,4827.527504150697
231,7.0,5371.706049846883,4925.317335849201
232,8.0,5713.934915527684,5286.43272012341
233,9.0,5527.673041929807,5201.00128412078
234,10.0,5699.261072091191,5393.948475476219
235,11.0,5817.3053493581665,5614.277532734722
236,12.0,5976.830033019143,5908.290678904837
237,13.0,5576.654277890132,5752.898185505991
238,14.0,6050.289985053567,6297.061007513306
239,15.0,5678.267148937641,6115.421379575069
240,1.0,4600.0,4500.0
241,2.0,4494.046969839893,4450.683726318991
242,3.0,4306.183145281121,4236.02724219591
243,4.0,4386.790955306841,4359.509294885067
244,5.0,4100.80104451601,4171.387932611295
245,6.0,4151.782926991635,4102.121702710225
246,7.0,4307.872644794859,4176.267779431234
247,8.0,4277.0673968157935,4190.584983900964
248,9.0,4288.88181360603,4187.446083322837
249,10.0,4229.125931494122,3983.626824962777
250,11.0,3933.636440198186,3739.927599860966
251,12.0,3831.033933182734,3705.644225774393
252,13.0,3743.7038081382543,3628.987208435944
253,14.0,3572.705037786863,3551.3910085390007
254,15.0,3943.975067328406,3900.4841950019872
255,1.0,4600.0,4500.0
256,2.0,4507.965949233171,4377.9698370037295
257,3.0,4607.901653595646,4544.837660499137
258,4.0,4275.562842672978,4299.037692407758
259,5.0,4610.359846280118,4542.149296102961
260,6.0,4494.296763719953,4491.962648885878
261,7.0,4509.986034488024,4470.424006928894
262,8.0,4820.719338421831,4785.945259037388
263,9.0,4766.21594193011,4696.006509130843
264,10.0,4866.001886276257,4775.5354176497185
265,11.0,5372.814491197686,5201.221692471548
266,12.0,5811.755472944983,5588.8650605023095
267,13.0,5645.29626146088,5560.212896682218
268,14.0,5479.628968845895,5481.796661794828
269,15.0,5499.415179703018,5512.2611245435555
270,1.0,4600.0,4500.0
271,2.0,4781.400113376794,4634.141647954649
272,3.0,4816.346454492737,4715.741677953877
273,4.0,5000.790138206174,4858.91257367003
274,5.0,4766.6877343799515,4656.377238598372
275,6.0,4847.787573723575,4796.315047163709
276,7.0,4837.4216072646295,4713.428889227142
277,8.0,4788.848895335888,4661.60462305366
278,9.0,4659.0354576742775,4568.579127673856
279,10.0,4801.6651051397575,4543.255785053798
280,11.0,5119.428871767279,4862.7770632718475
281,12.0,5425.026711024755,5142.1770085656135
282,13.0,5702.026620571041,5355.163511564143
283,14.0,5258.759110336476,5046.505766113019
284,15.0,5034.891541697313,4816.264669391123
285,1.0,4600.0,4500.0
286,2.0,4280.910532596285,4178.576700106938
287,3.0,4222.585323582719,4130.9469312398805
288,4.0,4198.647702801157,4192.596200164879
289,5.0,3940.9387236427383,4163.310438348356
290,6.0,3963.115347462249,4205.3978854258385
291,7.0,3776.898307651761,4049.6760584885606
292,8.0,3617.222543582402,4045.036014859689
293,9.0,3658.397279492585,4031.1203535841105
294,10.0,3445.4079210080567,3947.794612980768
295,11.0,3252.267230332649,3738.526177017536
296,12.0,3304.596398371473,3823.530971646572
297,13.0,3350.4620058552523,3819.069092292609
298,14.0,3250.9728371619167,3751.6301429234177
299,15.0,3361.1909998814353,3882.911616362744
300,1.0,4600.0,4500.0
301,2.0,4911.200992221117,4690.795888856832
302,3.0,4729.401966015628,4549.316511579605
303,4.0,4774.047173744065,4734.063140746609
304,5.0,4868.646103741681,4858.478574402511
305,6.0,5090.400893303876,5023.504812637618
306,7.0,5416.106199262196,5334.074165578278
307,8.0,5084.685999420515,5133.53391817919
308,9.0,5350.4484249061325,5418.72711280501
309,10.0,5079.640726976094,5181.759150162682
310,11.0,4704.0040499269635,4829.561186789338
311,12.0,4301.47875677262,4541.782305863866
312,13.0,4010.9934920419573,4301.25405641146
313,14.0,4171.128359729166,4350.855828543917
314,15.0,4342.810469729382,4410.127440379139
315,1.0,4600.0,4500.0
316,2.0,4406.128767571469,4332.797394739521
317,3.0,4304.46491378783,4340.2691530989505
318,4.0,4500.038857233428,4435.863371525487
319,5.0,4580.054760487874,4530.122395009877
320,6.0,4502.108706107877,4446.543562015964
321,7.0,4535.122641640336,4323.731442514977
322,8.0,4367.3152060958655,4293.379007991382
323,9.0,4509.010357705382,4402.940275546336
324,10.0,4511.149432116799,4406.656532689041
325,11.0,4627.3194217953205,4482.590380021584
326,12.0,4633.813790099772,4577.809930546025
327,13.0,4777.554369239572,4717.554135591877
328,14.0,4770.959958900084,4777.531705671761
329,15.0,4810.376470665524,4723.717263169591
330,1.0,4600.0,4500.0
331,2.0,4330.018223736406,4306.957511523819
332,3.0,4348.183678615513,4309.462627924595
333,4.0,4289.413509766443,4221.919436981514
334,5.0,3997.628604586839,3987.1199608008637
335,6.0,4247.743643434566,4073.7885921163706
336,7.0,4128.876195902354,3998.1779692273053
337,8.0,4001.146409884624,3973.9398919954083
338,9.0,4050.4306387433144,4041.8439405949525
339,10.0,4196.828236603459,4167.9504664334245
340,11.0,4288.5773801333235,4262.757499551926
341,12.0,4463.2077288359,4379.050636923737
342,13.0,4683.501154789466,4515.950735811584
343,14.0,4834.485292730225,4652.586252047242
344,15.0,4701.300300679159,4642.319652102363
345,1.0,4600.0,4500.0
346,2.0,4532.044235512067,4533.515123109581
347,3.0,4582.588991672862,4545.182555731775
348,4.0,4495.626292076615,4476.508430011142
349,5.0,4458.1441100168595,4507.247269514585
350,6.0,4560.597005665216,4546.536243165939
351,7.0,4354.204310108261,4442.003188824023
352,8.0,4388.674291644033,4534.171756933735
353,9.0,4623.36899032542,4709.296512862925
354,10.0,4582.727939687119,4714.947451028019
355,11.0,4631.176567740719,4741.0072425230355
356,12.0,4884.834083976935,5025.330528732404
357,13.0,4737.7007366154185,4945.724860954047
358,14.0,4688.550860447108,5049.165878656751
359,15.0,5082.962526063082,5440.786872373894
360,1.0,4600.0,4500.0
361,2.0,4301.598631186921,4335.404752728831
362,3.0,4205.74872487826,4244.83353810461
363,4.0,4088.209721692809,4133.00536919913
364,5.0,4014.0971867584235,3983.381950269876
365,6.0,4006.4934827459374,3995.8961145691947
366,7.0,4178.413418927028,4164.328588189217
367,8.0,4441.873724210853,4343.977556058989
368,9.0,4668.667255506529,4560.809923290242
369,10.0,4471.310647076134,4404.191862237318
370,11.0,4778.575915228326,4649.402704895746
371,12.0,5068.216203056438,4814.087450047255
372,13.0,5109.28582010433,4662.110211852688
373,14.0,5232.610012149137,4700.939902252845
374,15.0,5365.590558814077,4874.00980346541
375,1.0,4600.0,4500.0
376,2.0,4455.233881394463,4375.924208426067
377,3.0,4681.201947483294,4608.618354267587
378,4.0,4759.661146639758,4805.652708348265
379,5.0,5094.520468977723,5165.377615123923
380,6.0,5455.353690059707,5522.6652232133865
381,7.0,5787.569489480754,5697.997705242175
382,8.0,5741.50345267896,5656.42857183004
383,9.0,5633.254756384359,5662.96009976822
384,10.0,5713.268824446328,5655.51644359549
385,11.0,5707.536925928067,5687.065474813283
386,12.0,5323.167387355908,5329.708230677762
387,13.0,5544.561802157927,5532.569290895631
388,14.0,5642.528944110874,5656.9395088132505
389,15.0,6006.724449143675,6091.890784709098
390,1.0,4600.0,4500.0
391,2.0,4729.908169114589,4489.858403351644
392,3.0,4742.031291741216,4466.5620630069725
393,4.0,4745.438388227822,4565.512366970667
394,5.0,4811.291155602762,4650.530472816122
395,6.0,5319.95095233039,5175.323846390684
396,7.0,5193.758573493852,4939.954199501459
397,8.0,5345.433993857551,5105.60922347857
398,9.0,5182.875720973282,4965.0069668774195
399,10.0,5695.467092381623,5422.04813266794
400,11.0,5699.052176404343,5363.120518765997
401,12.0,6158.624344181644,5691.672603281012
402,13.0,6004.538481932821,5660.711360718292
403,14.0,5853.029217544711,5518.392236620906
404,15.0,6621.116099814762,6105.659001247154
405,1.0,4600.0,4500.0
406,2.0,4655.19132127805,4637.303890116142
407,3.0,4670.061495153104,4662.119979871176
408,4.0,4628.55186011014,4687.345102997985
409,5.0,4579.624480065574,4599.434575185014
410,6.0,4470.44905842739,4521.231636936515
411,7.0,4757.991017257381,4697.366685693119
412,8.0,4982.212575157153,4785.719780344916
413,9.0,5014.707516101895,4863.4264596796675
414,10.0,4925.26572003122,4809.155851124243
415,11.0,4745.157269493997,4688.809318261339
416,12.0,4821.6968264443985,4873.544259893876
417,13.0,5145.4371055436895,5144.823118720713
418,14.0,5220.863910092816,5271.925068981866
419,15.0,5258.510575961831,5287.3438526817745
420,1.0,4600.0,4500.0
421,2.0,4827.1581024095285,4552.812676445015
422,3.0,4731.314396625027,4454.063368816613
423,4.0,4398.7316848747005,4119.308848633505
424,5.0,4314.132371680843,4055.348600237563
425,6.0,4285.699550178344,4085.711369023662
426,7.0,4636.717385967231,4252.626063182183
427,8.0,4796.241193552252,4369.773378169937
428,9.0,4808.194798645588,4472.923040557195
429,10.0,4795.009919034987,4514.398963743698
430,11.0,4868.8803631938645,4545.663738812801
431,12.0,4941.334963613275,4693.4435355099
432,13.0,4869.494923051366,4631.814655036903
433,14.0,5130.194785830008,4813.34770658376
434,15.0,5218.075870295615,4893.701748227651
435,1.0,4600.0,4500.0
436,2.0,4463.43410539862,4491.797730977385
437,3.0,4428.066883845689,4503.400817257957
438,4.0,4239.170852061123,4395.308044628033
439,5.0,4656.891473535754,4758.914268386144
440,6.0,4617.941049273696,4762.619269164283
441,7.0,4098.958066501036,4372.943636609928
442,8.0,4301.437532107223,4515.0634428496005
443,9.0,4232.975184090502,4509.438110694455
444,10.0,4325.794763382956,4631.401398158244
445,11.0,4530.304237383464,4748.648279890228
446,12.0,4350.279686066682,4615.679166682766
447,13.0,4429.528418498132,4763.183940562165
448,14.0,4295.427592101098,4735.738290651525
449,15.0,4488.001331438652,4839.7736585955245
450,1.0,4600.0,4500.0
451,2.0,4440.56269768627,4416.892680021959
452,3.0,4585.090964773402,4688.1162483569315
453,4.0,4584.597068449493,4657.068472402248
454,5.0,4710.559234078043,4691.125308443144
455,6.0,4334.5101177347515,4419.951534185236
456,7.0,4278.141352638012,4336.6029772334805
457,8.0,4197.988491668594,4345.296177916717
458,9.0,4280.696445666868,4384.091822117656
459,10.0,4666.987789106092,4770.9062934831245
460,11.0,4841.163407844655,4803.989119549043
461,12.0,4643.306193218129,4583.056158052985
462,13.0,4767.280908861719,4665.151033270979
463,14.0,5032.739941483769,4930.407844056143
464,15.0,5238.454468378724,5106.49332914614
465,1.0,4600.0,4500.0
466,2.0,4584.331915953978,4477.1776771121295
467,3.0,4420.969088875019,4248.197793844978
468,4.0,4648.519689121003,4471.046577938958
469,5.0,4949.949826036418,4679.056645656454
470,6.0,5152.709210343831,4971.679285675377
471,7.0,4793.332979404497,4661.891307326523
472,8.0,4723.8453050029275,4588.775611323507
473,9.0,4566.948227622493,4380.358036891339
474,10.0,4758.650966247837,4561.371706902761
475,11.0,4399.066452746307,4289.832232059382
476,12.0,4444.274912178569,4412.358537534694
477,13.0,4735.354639231493,4722.1293531152805
478,14.0,5009.856312143433,5034.6184958800995
479,15.0,5180.5999282266275,5178.63057436015
480,1.0,4600.0,4500.0
481,2.0,4482.9834184808715,4576.308176647822
482,3.0,4268.921346469982,4426.8394985447
483,4.0,4256.0287882882,4456.441043063851
484,5.0,3924.1506327048164,4157.783067081781
485,6.0,3960.977091174957,4212.245670565337
486,7.0,4247.0525894138345,4563.505259235313
487,8.0,4451.282671109181,4724.08914406908
488,9.0,4887.746345195004,5020.119968242524
489,10.0,4784.603863756011,5007.440392305693
490,11.0,4577.212904178202,4903.316872435037
491,12.0,4543.889530892954,4864.933428826674
492,13.0,4529.188977710903,4927.8773415411115
493,14.0,4558.657251092118,4892.35544667367
494,15.0,4188.01809037984,4641.257907193063
495,1.0,4600.0,4500.0
496,2.0,4343.522022274341,4381.884297890464
497,3.0,4370.6430250844105,4383.4089161219445
498,4.0,4357.899857198742,4386.096678391505
499,5.0,4327.97975737755,4439.813075495052
500,6.0,4342.03781354476,4499.050491003936
501,7.0,4015.9989558534226,4163.070037090613
502,8.0,4284.765767578443,4279.5337101563255
503,9.0,4846.483880637317,4809.434441985374
504,10.0,4936.875206952395,4871.330693998248
505,11.0,5165.4100026133765,5064.223667764099
506,12.0,5571.919087105576,5233.560073753912
507,13.0,5736.737469378764,5360.95468816411
508,14.0,5927.9640046575805,5610.964410885459
509,15.0,6035.369522046074,5791.759241981818
510,1.0,4600.0,4500.0
511,2.0,4842.2429900431225,4757.956185746147
512,3.0,5159.955230583277,5033.072842093944
513,4.0,5046.063112972261,4815.243200133288
514,5.0,4620.676554141879,4497.389569087925
515,6.0,4855.16583629008,4602.209490356779
516,7.0,4880.351744124298,4520.833997532744
517,8.0,4386.050450995548,4083.779596395217
518,9.0,4445.724778292341,4099.677503143418
519,10.0,4339.2536922049585,3983.396224557567
520,11.0,4320.803287719775,3896.1212459203057
521,12.0,4381.168867542941,3999.436361082193
522,13.0,4285.596026424636,3850.7150406285677
523,14.0,4426.782477856051,3916.4031331066044
524,15.0,4438.589430638949,3873.4023686280075
525,1.0,4600.0,4500.0
526,2.0,4567.03956826848,4301.056099775761
527,3.0,4478.765429819484,4329.062511502538
528,4.0,4589.944096699646,4363.8065000202505
529,5.0,4592.688198154374,4455.835947768842
530,6.0,4450.1970625902295,4409.57285968101
531,7.0,4711.91006822905,4710.895998965743
532,8.0,4768.978042749284,4655.806720207271
533,9.0,4828.885134147834,4836.588002523337
534,10.0,4235.475750383325,4368.142013644675
535,11.0,4356.578380342082,4441.767251425463
536,12.0,4287.876167564206,4318.287363444447
537,13.0,4217.799797691422,4346.784971822527
538,14.0,4054.425577806591,4331.22652753803
539,15.0,4205.168155525242,4554.188351066492
540,1.0,4600.0,4500.0
541,2.0,4777.712800056831,4665.032491818025
542,3.0,4823.4414292738165,4684.700738131919
543,4.0,4873.1152909890725,4706.369655239368
544,5.0,4914.754720323804,4815.228364179445
545,6.0,4824.841764460363,4735.356811598935
546,7.0,4763.566642255065,4607.017433643639
547,8.0,4703.825047995832,4515.081815344363
548,9.0,4943.962962588458,4780.749532668077
549,10.0,4824.2283948176555,4789.94889263781
550,11.0,4940.955634025628,4910.483868064453
551,12.0,4955.742814073894,4746.57830538078
552,13.0,5067.558472996564,4956.352737231782
553,14.0,5228.464083056507,5126.296181014242
554,15.0,5476.964737389266,5409.089905088688
555,1.0,4600.0,4500.0
556,2.0,4531.087764442969,4508.501305729544
557,3.0,4854.366666601818,4838.611462724118
558,4.0,5360.367674089695,5412.437827923206
559,5.0,5439.109639668276,5522.914052358448
560,6.0,5887.01203947378,5735.570314685056
561,7.0,5672.771328214655,5509.369944154397
562,8.0,5823.964292302115,5704.944827809601
563,9.0,5980.944233555586,5859.315726047621
564,10.0,5908.431275548361,5917.598036099696
565,11.0,5943.670928417851,5916.303387068946
566,12.0,6080.156383783086,6066.5069644759815
567,13.0,6215.192091650237,6148.863960454681
568,14.0,6057.160155431918,5972.269322749535
569,15.0,5898.083016109647,5785.745646752567
570,1.0,4600.0,4500.0
571,2.0,4961.031484793462,4720.1438992043695
572,3.0,5031.969398972616,4731.648304346133
573,4.0,5057.87882705293,4808.584117331222
574,5.0,4961.23533626664,4715.154860168618
575,6.0,5104.694294716799,4893.614637144581
576,7.0,5283.777758960223,5013.600450919455
577,8.0,5086.830797178238,4974.52652479944
578,9.0,5032.765008574181,4883.6695625608045
579,10.0,5054.290744219631,4940.489573250025
580,11.0,4900.247400156405,4808.19661770991
581,12.0,4438.598743245757,4400.791875024621
582,13.0,4381.84660990315,4489.548360652875
583,14.0,4493.714380394511,4544.1733489631715
584,15.0,4474.897170603249,4414.659925212461
585,1.0,4600.0,4500.0
586,2.0,4369.287213292373,4372.303364837713
587,3.0,4348.587457275009,4406.710276029036
588,4.0,4674.9518924366575,4740.940015044923
589,5.0,4236.975635859404,4411.866898854882
590,6.0,4254.286583326693,4341.41756897054
591,7.0,4206.62913642046,4356.088614311321
592,8.0,4454.979301430142,4610.759369575191
593,9.0,4552.609040956005,4726.198391089787
594,10.0,4736.357747425859,4934.452269769301
595,11.0,4927.039841615718,5153.799115352136
596,12.0,5172.7749279226855,5460.979272434719
597,13.0,5181.564524599242,5346.349653125688
598,14.0,5486.265155069971,5648.788330432861
599,15.0,5595.570378216178,5814.257742501715
600,1.0,4600.0,4500.0
601,2.0,4534.6441207998805,4452.392985537122
602,3.0,4416.746014642064,4341.505758935643
603,4.0,4454.444880700844,4445.580386862427
604,5.0,4374.320809679464,4444.277123898721
605,6.0,4592.5835253491905,4589.08850781668
606,7.0,4687.275262214968,4631.340259371675
607,8.0,4290.565798683598,4350.762721081141
608,9.0,4106.954005695988,4155.923935724154
609,10.0,4253.323302445411,4285.760501359792
610,11.0,4352.051830390344,4405.328712942196
611,12.0,4329.621042769749,4390.806510674213
612,13.0,4136.051119465452,4368.715314771767
613,14.0,4044.2890449372826,4258.273715277929
614,15.0,4339.695173140078,4542.234667836921
615,1.0,4600.0,4500.0
616,2.0,4649.867572067751,4484.705483444727
617,3.0,4551.346278599552,4404.159646203048
618,4.0,4557.772592910769,4468.850142438494
619,5.0,4690.85272111003,4617.953182750498
620,6.0,4819.572777978988,4721.714627267145
621,7.0,4487.276091804506,4503.122911096405
622,8.0,4796.563472806914,4736.151166954207
623,9.0,4901.251776162176,4842.382599421575
624,10.0,4722.366105364859,4804.430338060832
625,11.0,4930.113302986562,4914.933777987811
626,12.0,5268.758669948838,5288.874812602964
627,13.0,5228.627082176602,5348.055016907778
628,14.0,5774.583704663829,5903.883005943352
629,15.0,6074.765929424957,6288.729521372569
630,1.0,4600.0,4500.0
631,2.0,4932.693242515273,4715.8299046110205
632,3.0,4689.792750142139,4477.856569615413
633,4.0,5006.720117187026,4793.341023263716
634,5.0,4903.107407985711,4749.13587315846
635,6.0,5126.2020016390115,4868.529954054115
636,7.0,5359.6630031947025,5090.292901247103
637,8.0,5443.2243667365765,5202.661629089501
638,9.0,5614.012502184167,5405.350542014368
